Category,Description,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Protein,Sugar Total,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid
ABALONE,"ABALONE,MIXED SPECIES,RAW",6.01,85,65,0.0,105,17.1,0.0,74.56,0.107,0.104,0.149,0.76
ABIYUCH,"ABIYUCH,RAW",17.6,0,0,5.300000191,69,1.5,8.550000191,79.9,0.0,0.0,0.014,0.1
ACEROLA,"ACEROLA,(WEST INDIAN CHERRY),RAW",7.69,0,0,1.100000024,32,0.4,0.0,91.41,0.082,0.09,0.068,0.3
ACEROLA JUICE,"ACEROLA JUICE,RAW",4.8,0,0,0.300000012,23,0.4,4.5,94.3,0.082,0.09,0.068,0.3
ACORN FLOUR,"ACORN FLOUR,FULL FAT",54.65,0,0,0.0,501,7.49,0.0,6.0,19.11,5.813,3.923,30.17
ACORNS,"ACORNS,RAW",40.75,0,0,0.0,387,6.15,0.0,27.9,15.109,4.596,3.102,23.86
AGAVE,"AGAVE,RAW (SOUTHWEST)",16.23,0,0,6.599999905,68,0.52,2.579999924,81.83,0.0,0.0,0.0,0.15
AGUTUK,"AGUTUK,MEAT-CARIBOU (ALASKAN ICE CREAM) (ALASKA NATIVE)",0.9,89,0,0.0,258,21.7,0.0,55.2,8.7,3.6,5.1,18.6
ALCOHOLIC BEV,"ALCOHOLIC BEV,BEER,REG,ALL",3.55,0,10,0.0,43,0.46,0.0,91.96,0.0,0.0,0.0,0.0
ALFALFA SEEDS,"ALFALFA SEEDS,SPROUTED,RAW",2.1,0,14,1.899999976,23,3.99,0.180000007,92.82,0.056,0.409,0.069,0.69
ALLSPICE,"ALLSPICE,GROUND",72.12,0,0,21.60000038,263,6.09,0.0,8.46,0.66,2.36,2.55,8.69
ALMOND BUTTER,"ALMOND BUTTER,PLN,WO/SALT",21.22,0,0,3.700000048,633,15.08,0.0,1.0,38.374,12.402,5.602,59.1
ALMONDS,"ALMONDS,BLANCHED",19.94,0,52,10.39999962,581,21.94,4.960000038,4.47,32.287,12.054,3.89,50.62
AMARANTH,"AMARANTH,UNCKD",65.25,0,70,6.699999809,371,13.56,1.690000057,11.29,1.685,2.778,1.459,7.02
AMARANTH GRAIN,"AMARANTH GRAIN,CKD",18.69,0,0,2.099999905,102,3.8,0.0,75.16,0.0,0.0,0.0,1.58
AMARANTH LEAVES,"AMARANTH LEAVES,CKD,BLD,DRND,WO/SALT",4.11,0,0,0.0,21,2.11,0.0,91.49,0.041,0.08,0.05,0.18
ANCHOVY,"ANCHOVY,EUROPEAN,RAW",0.0,60,0,0.0,131,20.35,0.0,73.37,1.182,1.637,1.282,4.84
ANIMAL FAT,"ANIMAL FAT,BACON GREASE",0.0,95,42,0.0,896,0.0,0.0,0.0,44.874,11.144,39.004,99.5
APPLE CIDER-FLAVORED DRK,"APPLE CIDER-FLAVORED DRK,PDR,LO CAL,W/ VIT C,PREP",0.3,0,0,0.0,1,0.0,0.0,99.7,0.0,0.0,0.0,0.0
APPLE JUC,"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O,W/ VIT C",11.54,0,0,0.100000001,47,0.14,0.0,87.9,0.002,0.031,0.018,0.1
APPLES,"APPLES,DRIED,SULFURED,STWD,W/ SUGAR",20.73,0,0,1.899999976,83,0.2,0.0,78.76,0.003,0.02,0.011,0.07
APPLESAUCE,"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)",11.27,0,2,1.100000024,42,0.17,9.390000343,88.22,0.002,0.014,0.008,0.1
APRICOT NECTAR,"APRICOT NECTAR,CND,W/ VIT C",14.39,0,0,0.600000024,56,0.37,0.0,84.87,0.038,0.017,0.006,0.09
APRICOTS,"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS",5.48,0,0,1.100000024,22,0.69,0.0,93.43,0.013,0.006,0.002,0.03
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,FAT FREE DEVIL'S FD COOKIE",79.27,0,0,2.799999952,338,4.82,41.20000076,12.99,0.29,0.28,0.32,0.9
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Fat Free Oatmeal Raisin",79.56,44,0,2.099999905,348,4.12,47.06999969,12.1,0.58,0.61,0.32,1.51
ARROWHEAD,"ARROWHEAD,RAW",20.23,0,0,0.0,99,5.33,0.0,72.48,0.0,0.0,0.0,0.29
ARROWROOT,"ARROWROOT,RAW",13.39,0,0,1.299999952,65,4.24,0.0,80.75,0.004,0.092,0.039,0.2
ARTICHOKES,"ARTICHOKES,(GLOBE OR FRENCH),RAW",10.51,0,34,5.400000095,47,3.27,0.99000001,84.94,0.005,0.064,0.036,0.15
ARTIFICIAL BLUEBERRY MUFFIN MIX,"ARTIFICIAL BLUEBERRY MUFFIN MIX,DRY",77.45,0,0,0.0,407,4.7,0.0,6.4,3.742,1.679,1.865,8.7
ARUGULA,"ARUGULA,RAW",3.65,0,15,1.600000024,25,2.58,2.049999952,91.71,0.049,0.319,0.086,0.66
ASPARAGUS,"ASPARAGUS,RAW",3.88,0,16,2.099999905,20,2.2,1.879999995,93.22,0.0,0.05,0.04,0.12
AVOCADOS,"AVOCADOS,RAW,FLORIDA",7.82,0,0,5.599999905,120,2.23,2.420000076,78.81,5.513,1.676,1.96,10.06
BABYFOOD,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",7.7,0,0,0.0,48,2.0,0.0,88.9,0.0,0.0,0.0,0.9
BACON,"BACON,MEATLESS",6.32,0,45,2.599999905,310,10.68,0.0,48.98,7.095,15.441,4.622,29.52
BACON BITS,"BACON BITS,MEATLESS",28.6,0,135,10.19999981,476,32.0,0.0,8.0,6.225,13.548,4.055,25.9
BAGEL,"BAGEL,PLN,TSTD, ENR W/CA PROP(INCLUDE ONION,POPPY,SESAME)",50.5,0,15,2.200000048,257,10.02,5.050000191,36.28,0.521,0.64,0.393,1.62
BAGELS,"BAGELS,OAT BRAN",53.3,0,15,3.599999905,255,10.7,1.629999995,32.9,0.249,0.486,0.191,1.2
BAKED BNS,"BAKED BNS,CND,NO SALT",20.49,0,31,5.5,105,4.8,7.78000021,72.6,0.035,0.172,0.103,0.4
BAKING CHOC,"BAKING CHOC,MEXICAN,SQUARES",77.41,0,46,4.0,426,3.64,69.40000153,1.59,5.044,1.162,8.606,15.59
BALSAM-PEAR (BITTER GOURD),"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,RAW",3.29,0,0,0.0,30,5.3,0.0,89.25,0.0,0.0,0.0,0.69
BAMBOO SHOOTS,"BAMBOO SHOOTS,CKD,BLD,DRND,WO/SALT",1.92,0,0,1.0,12,1.53,0.0,95.92,0.005,0.098,0.051,0.22
BANANAS,"BANANAS,RAW",22.84,0,10,2.599999905,89,1.09,12.22999954,74.91,0.032,0.073,0.112,0.33
BANQUET CHICK POT PIE,"BANQUET CHICK POT PIE,FRZ ENTREE'",18.02,15,0,1.700000048,192,5.59,2.809999943,63.9,4.63,1.89,4.19,10.84
BANQUET GRY & SALURY STK W/ MSHD POT & CORN IN SEASONSAU,"BANQUET GRY & SALURY STK W/ MSHD POT & CORN IN SEASONSAU,FRZ",9.88,11,0,1.5,126,5.64,0.939999998,75.87,2.59,0.7,3.49,7.09
BANQUET HEARTY ONE STK DIN,"BANQUET HEARTY ONE STK DIN,GRY,MSHD POT, CORN SEASON SAU,FRZ",9.92,14,0,2.099999905,138,5.13,1.289999962,74.54,3.6,1.38,3.21,8.66
BANQUET ORIG FRIED CHK THIGH,"BANQUET ORIG FRIED CHK THIGH,W/MASH POT & CORN IN SEASON SAU",13.35,30,0,1.799999952,170,9.59,0.330000013,66.89,3.54,2.33,1.92,8.67
BANQUET SLCED BF W/GRY,"BANQUET SLCED BF W/GRY, MASH POT, PEAS SEASON SAUC, FROZEN",6.46,19,0,1.600000024,88,8.8,1.429999948,80.48,1.23,0.28,1.23,2.96
BANQUET TKY & GRY W/DRESS,"BANQUET TKY & GRY W/DRESS ,MSHD POT & PEA IN SEASON SAU,FRZ",10.87,14,0,3.099999905,99,5.93,1.899999976,78.19,1.48,1.0,0.85,3.49
BARBECUE LOAF,"BARBECUE LOAF,PORK,BEEF",6.4,37,0,0.0,173,15.84,0.0,64.82,4.14,0.81,3.17,8.9
BARLEY,"BARLEY,PEARLED,COOKED",28.22,0,13,3.799999952,123,2.26,0.280000001,68.8,0.057,0.214,0.093,0.44
BASIL,"BASIL,FRESH",2.65,0,11,1.600000024,23,3.15,0.300000012,92.06,0.088,0.389,0.041,0.64
BASS,"BASS,STRIPED,RAW",0.0,80,0,0.0,97,17.73,0.0,79.22,0.66,0.784,0.507,2.33
BEANS,"BEANS,ADZUKI,MATURE SEEDS,CND,SWTND",55.01,0,0,0.0,237,3.8,0.0,40.58,0.0,0.0,0.011,0.03
BEAR,"BEAR,BLACK,MEAT (ALASKA NATIVE)",0.0,0,0,0.0,155,20.1,0.0,71.2,0.0,0.0,0.0,8.3
BEECHNUTS,"BEECHNUTS,DRIED",33.5,0,0,0.0,576,6.2,0.0,6.6,21.892,20.089,5.719,50.0
BEEF,"BEEF,GROUND BF CALCULATOR - USER SELECTS LEAN/FAT PERCENTAGE",0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEEF BROTH&TOMATO JUC,"BEEF BROTH&TOMATO JUC,CND",8.5,0,0,0.100000001,37,0.6,0.0,89.9,0.029,0.022,0.032,0.1
BEEF JERKY,"BEEF JERKY,CHOPD&FORMED",11.0,48,109,1.799999952,410,33.2,9.0,23.36,11.305,1.011,10.85,25.6
BEEF POT PIE,"BEEF POT PIE,FRZ ENTREE,PREP",22.05,21,20,0.800000012,220,7.25,0.0,58.05,5.312,1.462,4.149,11.39
BEEF SAUSAGE,"BEEF SAUSAGE,FRSH,CKD",0.35,82,51,0.0,332,18.21,0.0,51.12,12.639,0.663,10.905,27.98
BEEF STEW,"BEEF STEW,CANNED ENTREE",6.77,16,16,1.5,95,4.94,0.959999979,81.51,2.38,0.22,2.22,5.38
BEERWURST,"BEERWURST,BEER SALAMI,PORK",2.06,59,0,0.0,238,14.24,0.0,61.46,8.98,2.36,6.28,18.8
BEET GREENS,"BEET GREENS,RAW",4.33,0,0,3.700000048,22,2.2,0.5,91.02,0.026,0.046,0.02,0.13
BEET GRNS,"BEET GRNS,CKD,BLD,DRND,WO/SALT",5.46,0,0,2.900000095,27,2.57,0.600000024,89.13,0.038,0.07,0.031,0.2
BEETS,"BEETS,HARVARD,CND,SOL&LIQUIDS",18.18,0,0,2.5,73,0.84,0.0,80.16,0.011,0.019,0.009,0.06
BETTY CROCKER,"BETTY CROCKER,HAMBURGER HELPER,CHEESEBURGER MACARONI,DRY MIX",64.3,9,0,0.0,395,11.0,0.0,7.3,0.0,0.0,2.82,10.4
BEVERAGE,"BEVERAGE,INST BRKFST PDR,CHOC,NOT RECON",66.2,12,148,0.400000006,357,19.9,65.80000305,7.4,0.314,0.278,0.56,1.4
BF,"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",0.0,78,102,0.0,160,29.24,0.0,66.28,1.385,0.255,1.267,3.91
BISCUIT,"BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT",43.27,1,0,0.699999988,322,6.66,7.400000095,33.15,8.226,0.854,3.519,13.63
BISCUITS,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT",47.6,0,19,1.600000024,257,6.7,7.0,37.9,2.405,0.671,1.113,4.5
BISON,"BISON,GROUND,GRASS-FED,RAW",0.05,55,86,0.0,146,20.23,0.0,71.59,2.753,0.336,2.917,7.21
BLACKBERRIES,"BLACKBERRIES,WILD,RAW (ALASKA NATIVE)",9.84,0,0,3.200000048,52,0.84,3.650000095,88.05,0.0,0.0,0.0,1.07
BLACKBERRY JUC,"BLACKBERRY JUC,CND",7.8,0,7,0.100000001,38,0.3,7.699999809,90.9,0.058,0.344,0.018,0.6
BLUEBERRIES,"BLUEBERRIES,WILD,FRZ (ALASKA NATIVE)",10.4,0,0,0.0,44,0.7,0.0,88.7,0.0,0.0,0.0,0.0
BLUEFISH,"BLUEFISH,RAW",0.0,59,0,0.0,124,20.04,0.0,70.86,1.793,1.06,0.915,4.24
BOLOGNA,"BOLOGNA,BEEF,LOW FAT",5.2,44,53,0.0,204,11.8,0.0,65.0,6.455,0.51,5.464,14.8
BORAGE,"BORAGE,RAW",3.06,0,0,0.0,21,1.8,0.0,93.0,0.211,0.109,0.17,0.7
BOYSENBERRIES,"BOYSENBERRIES,CND,HVY SYRUP",22.31,0,0,2.599999905,88,0.99,0.0,76.26,0.012,0.068,0.004,0.12
BRATWURST,"BRATWURST,CHICK,CKD",0.0,71,0,0.0,176,19.44,0.0,70.28,0.0,0.0,0.0,10.35
BRAUNSCHWEIGER (A LIVER SAUSAGE),"BRAUNSCHWEIGER (A LIVER SAUSAGE),PORK",3.1,180,256,0.0,327,14.5,0.0,50.6,12.731,3.193,9.307,28.5
BRAZILNUTS,"BRAZILNUTS,DRIED,UNBLANCHED",12.27,0,29,7.5,656,14.32,2.329999924,3.48,24.548,20.577,15.137,66.43
BREAD,"BREAD,PITA,WHITE,UNENR",55.7,0,0,2.200000048,275,9.1,0.0,32.1,0.105,0.535,0.166,1.2
BREAD CRUMBS,"BREAD CRUMBS,DRY,GRATED,PLN",71.98,0,15,4.5,395,13.35,6.199999809,6.51,1.023,2.06,1.203,5.3
BREAD STICKS,"BREAD STICKS,PLAIN",68.4,0,15,3.0,412,12.0,1.25999999,6.1,3.568,3.628,1.41,9.5
BREAD STUFFING,"BREAD STUFFING,BREAD,DRY MIX",76.2,1,15,3.200000048,386,11.0,8.270000458,4.2,1.493,0.713,0.845,3.4
BREADFRUIT,"BREADFRUIT,RAW",27.12,0,10,4.900000095,103,1.07,11.0,70.65,0.034,0.066,0.048,0.23
BREADFRUIT SEEDS,"BREADFRUIT SEEDS,BOILED",32.0,0,0,4.800000191,168,5.3,0.0,59.3,0.293,1.225,0.621,2.3
BREADNUTTREE SEEDS,"BREADNUTTREE SEEDS,RAW",46.28,0,0,0.0,217,5.97,0.0,45.0,0.126,0.527,0.267,0.99
BREAKFAST BAR,"BREAKFAST BAR,CORN FLAKE CRUST W/FRUIT",72.9,0,34,2.099999905,377,4.4,35.09999847,14.5,5.0,0.9,1.5,7.5
BREAKFAST BARS,"BREAKFAST BARS,OATS,SUGAR,RAISINS,COCNT (INCL GRANOLA BAR)",66.7,0,28,3.099999905,464,9.8,27.52000046,4.1,1.933,1.634,12.69,17.6
BREAKFAST BURRITO,"BREAKFAST BURRITO,HAM&CHS FLAVOR,FRZ ENTREE",28.1,194,0,1.399999976,214,9.7,0.0,53.8,2.1,1.82,2.01,7.0
BREAKFAST ITEMS,"BREAKFAST ITEMS,BISCUIT W/EGG&SAUSAGE",21.05,161,98,0.200000003,312,11.13,0.949999988,44.48,9.985,2.967,6.449,20.77
BREAKFAST TART,"BREAKFAST TART,LOFAT",76.8,0,8,1.5,372,3.99,4.869999886,12.04,3.338,0.878,1.393,5.99
BREAKFAST TYPE DRK,"BREAKFAST TYPE DRK,ORANGE FLAVOR,RED SUGAR",0.9,0,0,0.0,4,0.04,0.029999999,98.87,0.0,0.0,0.0,0.0
BROADBEANS,"BROADBEANS,IMMAT SEEDS,RAW",11.7,0,0,4.199999809,72,5.6,0.0,81.0,0.017,0.31,0.138,0.6
BROADBEANS (FAVA BEANS),"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW",58.29,0,96,25.0,341,26.12,5.699999809,10.98,0.303,0.627,0.254,1.53
BROADBEANS (FAVA BNS),"BROADBEANS (FAVA BNS),MATURE SEEDS,CND",12.41,0,0,3.700000048,71,5.47,0.0,80.32,0.044,0.09,0.037,0.22
BROCCOLI,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W/SALT",5.35,0,0,3.0,28,3.1,1.440000057,90.72,0.008,0.055,0.018,0.11
BROCCOLI RAAB,"BROCCOLI RAAB,RAW",2.85,0,18,2.700000048,22,3.17,0.379999995,92.55,0.026,0.13,0.05,0.49
BROTWURST,"BROTWURST,PORK,BF,LINK",2.93,63,0,0.0,323,14.3,2.980000019,51.3,13.34,2.83,9.93,27.8
BRUSSELS SPROUTS,"BRUSSELS SPROUTS,RAW",8.95,0,19,3.799999952,43,3.38,2.200000048,86.0,0.023,0.153,0.062,0.3
BUCKWHEAT FLR,"BUCKWHEAT FLR,WHOLE-GROAT",70.59,0,54,10.0,335,12.62,2.599999905,11.15,0.949,0.949,0.677,3.1
BUCKWHEAT GROATS,"BUCKWHEAT GROATS,RSTD,CKD",19.94,0,20,2.700000048,92,3.38,0.899999976,75.63,0.188,0.188,0.134,0.62
BUFFALO,"BUFFALO,FREE RANGE,TOP RND STEAK,CKD (SHOSHONE BANNOCK)",0.0,82,0,0.0,146,32.51,0.0,64.28,0.614,0.171,0.595,1.8
BULGUR,"BULGUR,COOKED",18.58,0,7,4.5,83,3.08,0.100000001,77.76,0.031,0.098,0.042,0.24
BURBOT,"BURBOT,RAW",0.0,60,0,0.0,90,19.31,0.0,79.26,0.133,0.297,0.163,0.81
BURDOCK ROOT,"BURDOCK ROOT,CKD,BLD,DRND,W/SALT",21.15,0,0,1.799999952,88,2.09,3.549999952,75.64,0.0,0.0,0.0,0.14
BURGER KING,"BURGER KING,CHICK WHOPPER SNDWCH",18.67,31,0,1.5,216,11.77,3.390000105,57.3,3.1,4.76,2.198,10.52
BURRITO,"BURRITO, BEAN AND CHEESE, FROZEN",32.4,0,22,10.19999981,211,6.92,1.409999967,53.05,2.262,1.443,1.573,5.94
BUTCHER BOY MEATS,"BUTCHER BOY MEATS,INC.,TURKEY FRANKS",4.66,104,0,0.200000003,239,13.45,2.49000001,59.06,5.542,5.046,5.86,18.17
BUTTER,"BUTTER,LT,STK,W/SALT",0.0,106,13,0.0,509,3.3,0.0,42.1,15.927,2.046,34.321,55.1
BUTTER OIL,"BUTTER OIL,ANHYDROUS",0.0,256,22,0.0,876,0.28,0.0,0.24,28.732,3.694,61.924,99.48
BUTTER REPLCMNT,"BUTTER REPLCMNT,WO/FAT,PDR",89.0,2,0,0.0,373,2.0,5.300000191,5.0,0.276,0.057,0.589,1.0
BUTTER-MARGARINE BLEND,"BUTTER-MARGARINE BLEND,STK,UNSALTED",0.6,88,15,0.0,718,0.9,0.0,15.8,31.832,18.236,26.904,80.7
BUTTERBUR,"BUTTERBUR,(FUKI),RAW",3.61,0,0,0.0,14,0.39,0.0,94.5,0.0,0.0,0.0,0.04
BUTTERFISH,"BUTTERFISH,CKD,DRY HEAT",0.0,83,0,0.0,187,22.15,0.0,66.83,0.0,0.0,0.0,10.28
BUTTERNUTS,"BUTTERNUTS,DRIED",12.05,0,0,4.699999809,612,24.9,0.0,3.34,10.425,42.741,1.306,56.98
Babyfood,"Babyfood, vegetables, squash, strained",5.73,0,8,0.899999976,28,0.81,3.369999886,92.66,0.02,0.04,0.02,0.2
Buffalo,"Buffalo, free range, top round steak, raw (Shoshone Bannock)",0.0,0,0,0.0,97,21.44,0.0,75.96,0.425,0.098,0.418,1.3
Burger king,"Burger king, double whopper no cheese",13.74,46,0,1.399999976,252,13.94,3.519999981,55.29,6.117,3.016,5.773,15.66
CABBAGE,"CABBAGE,NAPA,COOKED",2.23,0,0,0.0,12,1.1,0.0,96.33,0.0,0.0,0.0,0.17
CAKE,"CAKE,ANGELFOOD,DRY MIX,PREP",58.7,0,1,0.200000003,257,6.1,30.51000023,32.9,0.026,0.124,0.043,0.3
CAMPBEL,"CAMPBEL,CAMPBELL'S SEL GOLD LABEL SOUPS,CREAMY",10.2,10,0,1.600000024,82,2.04,6.119999886,82.6,0.0,0.0,2.449,3.67
CAMPBEL COMPANY,"CAMPBEL COMPANY,PREGO PASTA,ZESTY MUSHROOM ITALIAN SAU,RTS",13.85,0,0,2.299999952,85,1.54,9.229999542,80.2,0.0,0.0,0.769,2.69
CAMPBELL,"CAMPBELL, SEL SOUP,HARVEST TOMATO W/ BASIL SOUP",7.35,0,0,0.400000006,33,0.41,4.079999924,87.9,0.0,0.0,0.0,0.0
CAMPBELL COMPANY,"CAMPBELL COMPANY,FRANCO-AMERICAN FT FE SLW RST CHICK GRVY",6.78,8,0,0.0,34,1.69,0.0,91.2,0.0,0.0,0.0,0.0
CAMPBELL SOUP,"CAMPBELL SOUP,PREGO PASTA,ORGANIC MUSHROOM ITALIAN SAU,RTS",10.4,0,0,3.200000048,72,1.6,7.199999809,84.5,0.0,0.0,0.0,2.0
CAMPBELL SOUP CO,"CAMPBELL SOUP CO,PACE,DRY TACO SEAS MIX",56.29,0,0,18.79999924,188,0.0,18.76000023,5.7,0.0,0.0,0.0,0.0
CAMPBELL SOUP CO.,"CAMPBELL SOUP CO.,CAMPBELL'S BRN SUGAR&BACON FLAV BKD BNS",23.08,2,0,6.199999809,123,3.85,10.0,69.4,0.0,0.0,0.385,1.92
CAMPBELL SOUP COMP,"CAMPBELL SOUP COMP,CHNKY MICRO BOWL,GRLD CHIC W/VEG&PSTA,RTS",5.71,6,0,1.200000048,45,2.86,0.819999993,88.7,0.0,0.0,0.204,1.02
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE BF GRAVY",5.08,0,0,0.0,25,1.69,0.0,91.1,0.0,0.0,0.0,0.0
CAMPBELL SOUPS,"CAMPBELL SOUPS,HLTHY RQST MCRWVBL BWL,GRLL CHICK SSAGE GMB",8.16,6,0,1.200000048,53,3.27,1.629999995,86.8,0.408,0.204,0.408,1.02
CAMPBELL SUPPER BAKES MEAL KITS,"CAMPBELL SUPPER BAKES MEAL KITS,LEMON CHICK W/ HERB RICE",45.74,5,0,2.099999905,210,4.26,3.190000057,46.0,0.0,0.0,0.532,1.06
CAMPBELL'S CHNKY,"CAMPBELL'S CHNKY,HEALTHY REQUST MICROWAVBL ,CHICK NODLE SOUP",6.12,8,0,0.400000006,45,2.86,0.819999993,89.1,0.612,0.204,0.408,1.22
CAMPBELL'S CHNKY SOUPS,"CAMPBELL'S CHNKY SOUPS,TANTALIZIN' TRKY - TRKY CHILI BNS SP",11.02,6,0,3.299999952,78,6.12,3.670000076,80.6,0.0,0.0,0.408,1.02
CAMPBELL'S CHUNKY MICROWAVABLE BWLS,"CAMPBELL'S CHUNKY MICROWAVABLE BWLS,CHCK DMPLINGS SOUP",7.35,10,0,1.200000048,78,3.27,0.819999993,84.7,0.0,0.0,0.816,3.67
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP",9.8,0,0,1.600000024,48,1.63,3.269999981,87.7,0.0,0.0,0.0,0.2
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND",14.29,0,0,1.600000024,71,2.38,4.760000229,81.6,0.0,0.0,0.0,0.4
CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CHICK NOODLE SOUP",4.08,6,0,0.400000006,30,1.63,0.0,92.4,0.0,0.0,0.204,0.82
CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,TOMATO SOUP",9.8,0,0,1.200000048,44,1.22,7.349999905,87.4,0.0,0.0,0.0,0.0
CAMPBELL'S RED&WHITE,"CAMPBELL'S RED&WHITE,98% FAT FREE CRM OF BROCCOLI SOUP,COND",8.06,4,0,1.600000024,56,1.61,0.810000002,86.6,0.0,0.0,0.403,1.61
CAMPBELL'S SEL GOLD LABEL SOUPS,"CAMPBELL'S SEL GOLD LABEL SOUPS,GOLDEN BUTTERNUT SQSH SOUP",7.35,2,0,1.200000048,37,0.82,3.269999981,89.8,0.0,0.0,0.408,0.61
CAMPBELL'S SEL MCRWVABLE BOWLS,"CAMPBELL'S SEL MCRWVABLE BOWLS,SVRY CHK & LONG GRN RICE SOUP",6.12,4,0,0.400000006,38,2.86,1.220000029,89.4,0.0,0.0,0.0,0.2
CAMPBELL'S SEL MCRWVABLE BWLS,"CAMPBELL'S SEL MCRWVABLE BWLS,ITAL SSGE PSTA & PEPRNI SOUP",6.12,6,0,0.800000012,53,2.86,2.039999962,87.5,0.0,0.0,1.02,2.45
CAMPBELL'S SEL MICROWAVEABLE BOWLS,"CAMPBELL'S SEL MICROWAVEABLE BOWLS,MINESTRONE SOUP",7.76,2,0,1.600000024,39,1.63,2.039999962,88.7,0.0,0.0,0.0,0.2
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,SPLIT PEA W/ RSTD HAM SOUP",11.84,2,0,2.0,67,4.08,2.039999962,82.8,0.0,0.0,0.0,0.41
CAMPBELL'S SOUP AT HAND,"CAMPBELL'S SOUP AT HAND,CHICK & STARS SOUP",3.28,2,0,0.699999988,21,0.98,0.330000013,94.0,0.0,0.0,0.164,0.49
CANDIES,"CANDIES,TWIZZLERS STRAWBERRY TWISTS CANDY",79.74,0,0,0.0,350,2.56,39.63999939,0.0,0.0,0.0,0.0,2.32
CAPERS,"CAPERS,CANNED",4.89,0,6,3.200000048,23,2.36,0.409999996,83.85,0.063,0.304,0.233,0.86
CARAMBOLA,"CARAMBOLA,(STARFRUIT),RAW",6.73,0,8,2.799999952,31,1.04,3.980000019,91.38,0.03,0.184,0.019,0.33
CARB BEV,"CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF",0.0,0,0,0.0,0,0.1,0.0,99.8,0.0,0.0,0.0,0.0
CARBONATED BEV,"CARBONATED BEV,CLUB SODA",0.0,0,0,0.0,0,0.0,0.0,99.9,0.0,0.0,0.0,0.0
CARDOON,"CARDOON,RAW",4.07,0,0,1.600000024,17,0.7,0.0,94.0,0.018,0.041,0.011,0.1
CARIBOU,"CARIBOU,BONE MARROW,RAW (ALASKA NATIVE)",0.0,0,0,0.0,786,6.7,0.0,7.4,0.0,0.0,0.0,84.4
CARISSA,"CARISSA,(NATAL-PLUM),RAW",13.63,0,0,0.0,62,0.5,0.0,84.17,0.0,0.0,0.0,1.3
CARL BUDDIG,"CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT",0.7,53,0,0.0,165,17.9,0.0,68.2,0.0,2.1,2.6,10.1
CARL BUDDIG. CKD SMOKED BF PASTRAMI,"CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",1.0,65,0,0.0,141,19.6,0.0,69.8,0.0,0.3,3.0,6.5
CAROB-FLAVOR BEV MIX,"CAROB-FLAVOR BEV MIX,PDR",93.3,0,0,8.0,372,1.8,0.0,2.9,0.06,0.068,0.03,0.2
CARP,"CARP,RAW",0.0,66,65,0.0,127,17.83,0.0,76.31,2.328,1.431,1.083,5.6
CARROT,"CARROT,DEHYDRATED",79.57,0,72,23.60000038,341,8.1,38.81999969,4.0,0.076,0.73,0.256,1.49
CARROT JUICE,"CARROT JUICE,CANNED",9.28,0,10,0.800000012,40,0.95,3.910000086,88.87,0.007,0.071,0.027,0.15
CARROTS,"CARROTS,BABY,RAW",8.24,0,8,2.900000095,35,0.64,4.760000229,90.35,0.007,0.065,0.023,0.13
CASHEW BUTTER,"CASHEW BUTTER,PLN,WO/SALT",27.57,0,0,2.0,587,17.56,0.0,2.96,29.122,8.354,9.763,49.41
CASHEW NUTS,"CASHEW NUTS,OIL RSTD,WO/SALT",29.87,0,61,3.299999952,580,16.84,5.010000229,3.48,25.923,8.546,8.478,47.77
CASSAVA,"CASSAVA,RAW",38.06,0,24,1.799999952,160,1.36,1.700000048,59.68,0.075,0.048,0.074,0.28
